1;1;
3;1;
6;1;
11;2;
19;2;
32;2;
53;2;
87;2;
142;2;
231;3;
375;3;
608;4;
985;5;
1595;7;
2582;14;
4179;19;
6763;29;
10944;48;
17709;76;
28655;121;
28656;121;
28658;121;
28661;121;
28666;121;
28674;121;
28687;121;
28708;122;
28742;122;
28797;122;
28886;123;
29030;123;
29263;124;
29640;126;
30250;128;
31237;133;
32834;139;
35418;153;
39599;170;
46364;206;
57310;253;
57311;253;
57313;253;
57316;253;
57321;253;
57329;253;
57342;253;
57363;253;
57397;254;
57452;254;
57541;254;
57685;255;
57918;256;
58295;258;
58905;261;
59892;268;
61489;276;
64073;297;
68254;314;
75019;339;
85965;375;
85966;375;
85968;375;
85971;375;
85976;375;
85984;375;
85997;375;
86018;375;
86052;375;
86107;375;
86196;376;
86340;376;
86573;377;
86950;378;
87560;382;
88547;384;
90144;388;
92728;397;
96909;409;
103674;430;
114620;464;
114621;464;
114623;464;
114626;464;
114631;464;
114639;464;
114652;464;
114673;464;
114707;465;
114762;465;
114851;465;
114995;465;
115228;466;
115605;467;
116215;470;
117202;474;
118799;479;
121383;488;
125564;509;
132329;543;
143275;578;
143276;578;
143278;578;
143281;578;
143286;578;
143294;578;
143307;578;
143328;578;
143362;579;
143417;579;
143506;579;
143650;579;
143883;580;
144260;581;
144870;585;
145857;588;
147454;593;
150038;603;
154219;616;
160984;642;
171930;678;
171931;678;
171933;678;
171936;678;
171941;678;
171949;678;
171962;678;
171983;679;
172017;679;
172072;679;
172161;680;
172305;680;
172538;681;
172915;682;
173525;683;
174512;686;
176109;693;
178693;702;
182874;716;
189639;742;
200585;782;
200586;782;
200588;782;
200591;782;
200596;782;
200604;782;
200617;782;
200638;782;
200672;782;
200727;782;
200816;783;
200960;783;
201193;784;
201570;785;
202180;787;
203167;792;
204764;797;
207348;807;
211529;824;
218294;851;
229240;896;
229241;896;
229243;896;
229246;896;
229251;896;
229259;896;
229272;896;
229293;896;
229327;896;
229382;897;
229471;897;
229615;897;
229848;899;
230225;901;
230835;903;
231822;905;
233419;912;
236003;921;
240184;935;
246949;957;
257895;1012;
257896;1012;
257898;1012;
257901;1012;
257906;1012;
257914;1012;
257927;1013;
257948;1013;
257982;1013;
258037;1013;
258126;1013;
258270;1014;
258503;1015;
258880;1016;
259490;1018;
260477;1022;
262074;1027;
264658;1035;
268839;1049;
275604;1073;
286550;1110;
