1;1;
3;2;
6;2;
11;2;
19;2;
32;2;
53;2;
87;2;
142;2;
231;4;
375;5;
608;7;
985;11;
1595;15;
2582;23;
4179;36;
6763;61;
10944;103;
17709;179;
28655;295;
28656;295;
28658;295;
28661;295;
28666;295;
28674;295;
28687;296;
28708;296;
28742;296;
28797;299;
28886;300;
29030;302;
29263;305;
29640;310;
30250;317;
31237;326;
32834;344;
35418;366;
39599;404;
46364;460;
57310;560;
57311;560;
57313;560;
57316;561;
57321;561;
57329;561;
57342;561;
57363;561;
57397;561;
57452;562;
57541;563;
57685;565;
57918;567;
58295;570;
58905;576;
59892;585;
61489;600;
64073;621;
68254;657;
75019;712;
85965;815;
85966;815;
85968;815;
85971;815;
85976;815;
85984;815;
85997;815;
86018;815;
86052;816;
86107;816;
86196;817;
86340;818;
86573;820;
86950;824;
87560;830;
88547;842;
90144;861;
92728;880;
96909;919;
103674;976;
114620;1071;
114621;1071;
114623;1071;
114626;1071;
114631;1071;
114639;1072;
114652;1072;
114673;1072;
114707;1072;
114762;1073;
114851;1073;
114995;1075;
115228;1076;
115605;1079;
116215;1085;
117202;1093;
118799;1107;
121383;1130;
125564;1162;
132329;1220;
143275;1325;
143276;1325;
143278;1325;
143281;1325;
143286;1325;
143294;1325;
143307;1325;
143328;1325;
143362;1326;
143417;1326;
143506;1327;
143650;1328;
143883;1330;
144260;1333;
144870;1338;
145857;1348;
147454;1366;
150038;1396;
154219;1428;
160984;1489;
171930;1594;
171931;1594;
171933;1594;
171936;1594;
171941;1594;
171949;1594;
171962;1595;
171983;1595;
172017;1595;
172072;1596;
172161;1596;
172305;1598;
172538;1600;
172915;1604;
173525;1610;
174512;1620;
176109;1635;
178693;1667;
182874;1706;
189639;1768;
200585;1869;
200586;1869;
200588;1869;
200591;1869;
200596;1869;
200604;1869;
200617;1869;
200638;1869;
200672;1870;
200727;1870;
200816;1871;
200960;1872;
201193;1874;
201570;1877;
202180;1881;
203167;1889;
204764;1903;
207348;1929;
211529;1969;
218294;2029;
229240;2131;
229241;2131;
229243;2131;
229246;2131;
229251;2131;
229259;2131;
229272;2131;
229293;2131;
229327;2132;
229382;2132;
229471;2133;
229615;2135;
229848;2137;
230225;2140;
230835;2144;
231822;2152;
233419;2166;
236003;2188;
240184;2226;
246949;2284;
257895;2386;
257896;2386;
257898;2386;
257901;2386;
257906;2387;
257914;2387;
257927;2387;
257948;2387;
257982;2387;
258037;2388;
258126;2389;
258270;2390;
258503;2392;
258880;2396;
259490;2401;
260477;2412;
262074;2424;
264658;2445;
268839;2483;
275604;2548;
286550;2647;
