1;2;
1002;9;
3003;30;
6004;52;
10005;98;
15006;150;
21007;193;
28008;261;
36009;333;
45010;389;
55011;473;
55012;473;
56013;486;
58014;495;
61015;515;
65016;546;
70017;569;
76018;602;
83019;640;
91020;677;
100021;734;
110022;780;
110023;780;
111024;783;
113025;794;
116026;809;
120027;835;
125028;863;
131029;916;
138030;953;
146031;1000;
155032;1048;
165033;1101;
165034;1101;
166035;1105;
168036;1114;
171037;1128;
175038;1148;
180039;1182;
186040;1217;
193041;1265;
201042;1310;
210043;1358;
220044;1417;
220045;1417;
221046;1424;
223047;1434;
226048;1454;
230049;1477;
235050;1502;
241051;1533;
248052;1574;
256053;1622;
265054;1696;
275055;1750;
275056;1750;
276057;1755;
278058;1764;
281059;1778;
285060;1796;
290061;1821;
296062;1846;
303063;1886;
311064;1924;
320065;1978;
330066;2053;
330067;2053;
331068;2060;
333069;2069;
336070;2086;
340071;2114;
345072;2143;
351073;2178;
358074;2214;
366075;2250;
375076;2289;
385077;2343;
385078;2343;
386079;2346;
388080;2355;
391081;2374;
395082;2397;
400083;2421;
406084;2454;
413085;2494;
421086;2549;
430087;2599;
440088;2649;
440089;2649;
441090;2664;
443091;2681;
446092;2696;
450093;2713;
455094;2740;
461095;2767;
468096;2801;
476097;2837;
485098;2883;
495099;2929;
495100;2929;
496101;2933;
498102;2944;
501103;2962;
505104;2992;
510105;3039;
516106;3070;
523107;3095;
531108;3131;
540109;3186;
550110;3286;
