1;1;
3;1;
6;1;
11;1;
19;1;
32;1;
53;1;
87;2;
142;2;
231;3;
375;4;
608;6;
985;9;
1595;13;
2582;19;
4179;31;
6763;52;
10944;90;
17709;169;
28655;291;
28656;291;
28658;291;
28661;291;
28666;291;
28674;291;
28687;292;
28708;292;
28742;292;
28797;295;
28886;297;
29030;299;
29263;302;
29640;307;
30250;315;
31237;324;
32834;342;
35418;373;
39599;418;
46364;479;
57310;578;
57311;578;
57313;578;
57316;578;
57321;578;
57329;578;
57342;578;
57363;578;
57397;579;
57452;579;
57541;580;
57685;581;
57918;584;
58295;587;
58905;593;
59892;603;
61489;617;
64073;642;
68254;683;
75019;749;
85965;845;
85966;845;
85968;845;
85971;845;
85976;845;
85984;845;
85997;845;
86018;845;
86052;846;
86107;846;
86196;847;
86340;849;
86573;851;
86950;856;
87560;862;
88547;873;
90144;890;
92728;913;
96909;957;
103674;1017;
114620;1113;
114621;1113;
114623;1113;
114626;1113;
114631;1113;
114639;1113;
114652;1113;
114673;1113;
114707;1114;
114762;1114;
114851;1115;
114995;1116;
115228;1118;
115605;1122;
116215;1127;
117202;1135;
118799;1150;
121383;1175;
125564;1217;
132329;1276;
143275;1376;
143276;1376;
143278;1376;
143281;1376;
143286;1376;
143294;1376;
143307;1376;
143328;1376;
143362;1376;
143417;1377;
143506;1378;
143650;1379;
143883;1382;
144260;1385;
144870;1390;
145857;1398;
147454;1412;
150038;1438;
154219;1470;
160984;1531;
171930;1643;
171931;1643;
171933;1643;
171936;1643;
171941;1643;
171949;1643;
171962;1644;
171983;1644;
172017;1644;
172072;1645;
172161;1645;
172305;1647;
172538;1649;
172915;1653;
173525;1658;
174512;1668;
176109;1685;
178693;1716;
182874;1752;
189639;1814;
200585;1911;
200586;1911;
200588;1911;
200591;1911;
200596;1911;
200604;1911;
200617;1911;
200638;1911;
200672;1911;
200727;1912;
200816;1913;
200960;1914;
201193;1916;
201570;1919;
202180;1923;
203167;1931;
204764;1946;
207348;1969;
211529;2006;
218294;2067;
229240;2170;
229241;2170;
229243;2170;
229246;2170;
229251;2170;
229259;2171;
229272;2171;
229293;2171;
229327;2171;
229382;2172;
229471;2173;
229615;2175;
229848;2177;
230225;2180;
230835;2185;
231822;2194;
233419;2220;
236003;2248;
240184;2319;
246949;2389;
257895;2493;
257896;2493;
257898;2493;
257901;2493;
257906;2493;
257914;2493;
257927;2493;
257948;2493;
257982;2494;
258037;2494;
258126;2495;
258270;2496;
258503;2499;
258880;2502;
259490;2509;
260477;2520;
262074;2535;
264658;2556;
268839;2595;
275604;2669;
286550;2779;
